@RELATION comment
{0 4, 1 5, 2 2, 3 1, 4 2, 5 1, 6 1, 7 1, 8 1, 10 1, 12 1, 15 1, 18 1, 20 1, 23 2, 24 1, 25 1, 26 1, 31 1, 32 1, 34 1, 35 1, 36 2, 53 1, 76 1, 86 1, 140 1, 159 1, 222 1, 225 1, 235 1, 280 1, 621 1, 679 1, 687 1, 706 1, 782 1, 806 1, 884 1, 1107 1, 1194 1, 1332 1, 1337 1, 1666 1, 2235 1, 4338 1, 4339 1, 4340 1, 4341 1, 4342 1, 4343 1, 4344 1, 4345 1, 4346 1, 4848 1, 4854 1, 4877 1, 4878 1, 4890 1, 4898 1, 4911 1, 4912 1, 4944 1, 5005 1, 5082 1, 5165 1, 5509 1, 5593 1, 5612 1, 5759 1, 6097 1, 6098 1, 6383 1, 6714 1, 6748 1, 6975 1, 7687 1, 8290 1, 10301 1, 10307 1, 25718 1, 25719 1, 25720 1, 25721 1, 25722 1, 25723 1, 25724 1, 25725 1, 25726 1, 25727 1, 25728 1, 25729 1, 25730 1, 25731 1, 25732 1, 25733 1, 25734 1, 25735 1, 25736 1, 25737 1, 25738 1, 25739 1, 25740 1, 25741 1, 25742 1, 25743 1, 25744 1, 25745 1, 25746 1, 25747 1, 25748 1, 25749 1, 25750 1, 25751 1, 25752 1, 25753 1, 25754 1, 25755 1, 29564 1, 29707 1, 29808 1, 29809 1, 30056 1, 30264 1, 30508 1, 31017 1, 32459 1, 32464 1, 61499 1, 61500 1, 61501 1, 61502 1, 61503 1, 61504 1, 61505 1, 61506 1, 61507 1, 61508 1, 61509 1, 61510 1, 61511 1, 61512 1, 61513 1, 61514 1, 61515 1, 61516 1, 61517 1, 61518 1, 61519 1, 61520 1, 61521 1, 61522 1, 61523 1, 61524 1, 61525 1, 61526 1, 61527 1, 61528 1, 61529 1, 61530 1, 61531 1, 61532 1, 61533 1, 61534 1, 61535 1, 61536 1, 61537 1, 61538 1, 61539 1, 61540 1, 61541 1, 61542 1, 61543 1, 61544 1, 61545 1, 61546 1, 61547 1, 61548 1, 61549 1, 61550 1, 61551 1, 68387 65, 68388 2}
{0 5, 2 1, 5 1, 14 1, 20 1, 23 1, 27 1, 31 1, 34 1, 35 2, 99 2, 132 1, 143 1, 187 1, 589 1, 912 1, 1019 1, 1351 1, 1630 1, 1858 1, 2384 1, 4347 1, 4842 1, 4889 1, 4892 1, 4897 1, 4898 1, 5136 1, 5427 1, 5541 1, 5662 1, 6035 1, 6828 1, 6918 1, 7373 1, 7482 1, 10227 1, 10308 1, 25756 1, 25757 1, 25758 1, 25759 1, 25760 1, 25761 1, 25762 1, 25763 1, 25764 1, 25765 1, 25766 1, 32465 1, 32466 1, 61552 1, 61553 1, 61554 1, 61555 1, 61556 1, 61557 1, 61558 1, 61559 1, 61560 1, 61561 1, 61562 1, 61563 1, 61564 1, 61565 1, 61566 1, 61567 1, 61568 1, 61569 1, 61570 1, 61571 1, 61572 1, 61573 1, 61574 1, 61575 1, 68387 28, 68388 2}
{0 1, 4 1, 6 1, 10 1, 17 1, 21 1, 23 1, 33 1, 34 1, 35 1, 78 1, 91 1, 177 1, 371 1, 374 1, 376 1, 547 1, 733 1, 4870 1, 5077 1, 5140 1, 5188 1, 5667 1, 5675 1, 6713 1, 6991 1, 7687 1, 10309 1, 25767 1, 25768 1, 25769 1, 25770 1, 25771 1, 25772 1, 25773 1, 29819 1, 32467 1, 61576 1, 61577 1, 61578 1, 61579 1, 61580 1, 61581 1, 61582 1, 61583 1, 61584 1, 61585 1, 61586 1, 61587 1, 61588 1, 61589 1, 68387 18, 68388 1}
{0 2, 29 1, 37 1, 50 2, 148 1, 425 1, 589 1, 998 1, 4958 1, 5070 1, 6047 1, 6306 1, 10037 1, 25774 1, 25775 1, 25776 1, 25777 1, 30821 1, 61590 1, 61591 1, 61592 1, 61593 1, 61594 1, 61595 1, 61596 1, 68387 10, 68388 1}
{4 1, 8 1, 21 1, 155 1, 1026 1, 4981 1, 6986 1, 7689 1, 25778 1, 30610 1, 61597 1, 61598 1, 68387 5, 68388 2}
{0 1, 3 1, 8 1, 34 1, 35 1, 80 1, 336 1, 1414 1, 4898 1, 5097 1, 5636 1, 5748 1, 6619 1, 25779 1, 25780 1, 61599 1, 61600 1, 61601 1, 61602 1, 61603 1, 61604 1, 68387 8, 68388 2}
{0 2, 1 3, 8 1, 11 1, 12 1, 34 1, 35 1, 54 1, 66 2, 162 1, 1245 1, 1929 1, 4348 1, 4349 1, 4855 1, 4863 1, 4883 2, 4898 1, 5190 1, 5392 1, 5445 1, 25781 1, 25782 1, 25783 1, 25784 1, 25785 1, 25786 1, 25787 1, 25788 1, 25789 1, 30016 1, 30036 1, 31318 1, 61605 1, 61606 1, 61607 1, 61608 1, 61609 1, 61610 1, 61611 1, 61612 1, 61613 1, 61614 1, 61615 1, 61616 1, 61617 1, 68387 18, 68388 1}
{0 1, 3 1, 6 1, 9 1, 11 1, 17 3, 18 2, 24 1, 32 1, 34 1, 35 1, 57 1, 85 1, 103 1, 105 1, 205 1, 229 1, 230 1, 277 1, 341 1, 358 1, 359 1, 396 1, 856 1, 4350 1, 4898 1, 5015 1, 5087 1, 5237 1, 5293 1, 5341 1, 5424 1, 5670 1, 5716 1, 6300 1, 6313 1, 6816 1, 6817 1, 6863 1, 8393 1, 9274 1, 9978 1, 10026 1, 10310 1, 10311 1, 25790 1, 25791 1, 25792 1, 25793 1, 25794 1, 25795 1, 25796 1, 30117 1, 32468 1, 32469 1, 61618 1, 61619 1, 61620 1, 61621 1, 61622 1, 61623 1, 61624 1, 61625 1, 61626 1, 61627 1, 61628 1, 61629 1, 61630 1, 61631 1, 61632 1, 61633 1, 61634 1, 61635 1, 61636 1, 61637 1, 61638 1, 61639 1, 61640 1, 68387 28, 68388 2}
{2 1, 20 1, 22 1, 113 1, 4351 1, 4842 1, 5025 1, 25797 1, 25798 1, 61641 1, 61642 1, 61643 1, 68387 5, 68388 2}
{2 1, 9 1, 11 1, 21 1, 39 1, 203 1, 303 1, 573 1, 5811 1, 6344 1, 9225 1, 10312 1, 25799 1, 25800 1, 25801 1, 61644 1, 61645 1, 61646 1, 61647 1, 61648 1, 61649 1, 68387 8, 68388 1}
{0 3, 2 1, 4 1, 5 1, 7 1, 10 1, 11 1, 17 2, 33 1, 42 2, 50 2, 71 1, 73 1, 90 1, 303 1, 395 1, 409 2, 495 1, 1285 1, 1598 1, 2122 1, 4870 1, 4886 1, 4899 1, 5061 1, 5108 1, 5128 1, 5419 1, 5697 1, 6557 1, 6558 1, 7690 1, 9446 1, 9447 1, 9580 1, 9850 1, 9859 1, 10090 1, 25802 1, 25803 1, 25804 1, 25805 1, 25806 1, 25807 1, 25808 1, 25809 1, 25810 1, 29970 1, 30510 1, 30609 1, 30611 1, 31494 1, 31767 1, 31768 1, 32470 1, 32471 1, 61650 1, 61651 1, 61652 1, 61653 1, 61654 1, 61655 1, 61656 1, 61657 1, 61658 1, 61659 1, 61660 1, 61661 1, 61662 1, 61663 1, 61664 1, 61665 1, 68387 27, 68388 1}
{1 2, 12 1, 17 1, 19 1, 24 1, 76 1, 107 1, 129 1, 497 1, 628 1, 936 1, 952 1, 1484 1, 4855 1, 4907 1, 4959 1, 6058 1, 8489 1, 9305 1, 9306 1, 10313 1, 10314 1, 25811 1, 25812 1, 25813 1, 25814 1, 31671 1, 61666 1, 61667 1, 61668 1, 61669 1, 61670 1, 61671 1, 61672 1, 61673 1, 61674 1, 61675 1, 61676 1, 68387 14, 68388 1}
{0 1, 1 1, 3 2, 36 1, 232 1, 249 1, 416 1, 4854 1, 5266 1, 5502 1, 5861 1, 6278 1, 9715 1, 25815 1, 32019 1, 32450 1, 61677 1, 61678 1, 61679 1, 61680 1, 68387 8, 68388 1}
{0 4, 1 1, 5 2, 6 2, 10 1, 18 1, 27 1, 54 1, 84 1, 104 2, 176 1, 253 1, 290 1, 373 1, 473 1, 480 1, 1512 1, 4352 1, 4882 1, 4887 1, 4905 2, 5239 1, 5338 1, 5441 1, 5466 1, 5951 1, 6414 1, 7116 1, 7180 1, 7469 1, 7490 1, 9154 1, 9745 1, 25816 1, 25817 1, 25818 1, 25819 1, 25820 1, 25821 1, 25822 1, 30018 1, 30217 1, 30447 1, 31852 1, 61681 1, 61682 1, 61683 1, 61684 1, 61685 1, 61686 1, 61687 1, 61688 1, 61689 1, 61690 1, 61691 1, 61692 1, 61693 1, 61694 1, 61695 1, 61696 1, 61697 1, 61698 1, 68387 24, 68388 2}
{0 1, 1 3, 2 1, 5 1, 12 2, 13 1, 15 1, 20 1, 27 1, 176 1, 861 1, 1043 1, 1216 1, 4353 1, 4842 1, 4855 2, 4882 1, 4962 1, 6011 1, 6846 1, 7075 1, 8473 1, 10298 1, 25823 1, 25824 1, 25825 1, 25826 1, 25827 1, 25828 1, 31682 1, 61699 1, 61700 1, 61701 1, 61702 1, 61703 1, 61704 1, 61705 1, 61706 1, 61707 1, 61708 1, 61709 1, 61710 1, 61711 1, 61712 1, 68387 17, 68388 1}
{0 2, 6 1, 10 1, 21 2, 24 1, 90 1, 159 1, 207 1, 311 1, 1547 1, 4970 1, 5108 1, 5262 1, 6410 1, 6638 1, 7230 1, 9018 1, 25829 1, 25830 1, 25831 1, 25832 1, 31403 1, 31457 1, 61713 1, 61714 1, 61715 1, 61716 1, 61717 1, 61718 1, 61719 1, 61720 1, 68387 12, 68388 1}
{0 1, 8 1, 24 1, 31 1, 70 1, 294 1, 307 1, 417 1, 724 1, 6085 1, 7385 1, 10315 1, 25833 1, 25834 1, 25835 1, 25836 1, 25837 1, 61721 1, 61722 1, 61723 1, 61724 1, 61725 1, 61726 1, 61727 1, 68387 9, 68388 1}
{0 4, 1 1, 3 3, 4 3, 6 2, 8 1, 9 1, 10 1, 11 1, 13 1, 17 5, 18 2, 19 3, 22 2, 24 1, 28 1, 31 1, 32 1, 33 1, 34 1, 35 1, 40 1, 41 1, 47 2, 48 1, 56 1, 58 1, 59 1, 73 1, 85 1, 103 1, 126 1, 136 1, 191 1, 202 1, 209 1, 230 1, 333 1, 336 1, 339 1, 378 1, 416 1, 418 1, 596 1, 605 1, 735 1, 797 1, 836 1, 875 1, 1005 1, 1161 1, 1378 1, 1428 1, 1443 1, 1613 1, 1787 1, 4354 1, 4852 1, 4860 1, 4870 3, 4881 1, 4898 1, 4901 1, 4908 1, 5021 1, 5308 1, 5341 1, 5358 1, 5424 1, 5425 1, 5723 1, 5880 1, 5925 1, 6420 1, 6619 1, 6672 1, 6715 1, 7008 1, 7010 1, 7204 1, 7226 1, 7243 1, 7298 1, 7445 1, 7515 1, 7533 1, 7688 1, 7980 1, 9314 1, 9484 1, 9569 1, 9650 1, 10004 1, 10171 1, 10279 1, 25838 1, 25839 1, 25840 1, 25841 1, 25842 1, 25843 1, 25844 1, 25845 1, 25846 1, 25847 1, 25848 1, 25849 1, 25850 1, 25851 1, 25852 1, 25853 1, 25854 1, 25855 1, 25856 1, 25857 1, 25858 1, 25859 1, 25860 1, 25861 1, 25862 1, 25863 1, 25864 1, 25865 1, 25866 1, 25867 1, 25868 1, 25869 1, 25870 1, 30548 1, 30775 1, 31357 1, 31735 1, 32372 1, 32472 1, 61728 1, 61729 1, 61730 1, 61731 1, 61732 1, 61733 1, 61734 1, 61735 1, 61736 1, 61737 1, 61738 1, 61739 1, 61740 1, 61741 1, 61742 1, 61743 1, 61744 1, 61745 1, 61746 1, 61747 1, 61748 1, 61749 1, 61750 1, 61751 1, 61752 1, 61753 1, 61754 1, 61755 1, 61756 1, 61757 1, 61758 1, 61759 1, 61760 1, 61761 1, 61762 1, 61763 1, 61764 1, 61765 1, 61766 1, 61767 1, 61768 1, 61769 1, 61770 1, 61771 1, 61772 1, 61773 1, 61774 1, 61775 1, 61776 1, 61777 1, 61778 1, 61779 1, 61780 1, 61781 1, 61782 1, 61783 1, 61784 1, 61785 1, 61786 1, 61787 1, 61788 1, 61789 1, 61790 1, 61791 1, 61792 1, 61793 1, 68387 74, 68388 1}
{0 1, 1 1, 3 2, 10 1, 12 1, 15 1, 16 1, 34 1, 35 1, 39 1, 65 1, 134 1, 162 1, 181 1, 213 1, 729 1, 764 1, 1334 1, 1589 1, 4855 1, 4857 1, 4898 1, 4934 1, 4941 1, 5571 1, 6087 1, 6572 1, 7691 1, 8056 1, 9185 1, 9503 1, 25871 1, 25872 1, 25873 1, 25874 1, 25875 1, 25876 1, 25877 1, 31813 1, 61794 1, 61795 1, 61796 1, 61797 1, 61798 1, 61799 1, 61800 1, 61801 1, 61802 1, 61803 1, 61804 1, 61805 1, 61806 1, 61807 1, 61808 1, 61809 1, 61810 1, 68387 20, 68388 1}
{1 1, 2 1, 3 1, 7 1, 8 1, 10 1, 21 1, 28 1, 34 1, 35 1, 38 1, 60 1, 79 1, 112 1, 134 1, 153 1, 344 1, 366 1, 513 1, 611 1, 956 1, 1358 1, 4859 1, 4885 1, 4934 1, 5071 1, 5077 1, 5636 1, 5706 1, 5889 1, 5961 1, 6716 1, 7205 1, 10043 1, 10060 1, 10151 1, 10316 1, 25878 1, 25879 1, 25880 1, 25881 1, 25882 1, 25883 1, 30296 1, 32257 1, 61811 1, 61812 1, 61813 1, 61814 1, 61815 1, 61816 1, 61817 1, 61818 1, 61819 1, 61820 1, 61821 1, 61822 1, 61823 1, 61824 1, 61825 1, 61826 1, 61827 1, 61828 1, 68387 22, 68388 1}
{0 2, 1 2, 7 1, 11 1, 34 1, 35 1, 38 1, 113 1, 137 1, 171 1, 251 1, 560 1, 1129 1, 1427 1, 4355 1, 4843 1, 4847 1, 4898 1, 4968 1, 5092 1, 5540 1, 6156 1, 7744 1, 7745 1, 8055 1, 8995 1, 25884 1, 25885 1, 25886 1, 25887 1, 25888 1, 30444 1, 30637 1, 30638 1, 61829 1, 61830 1, 61831 1, 61832 1, 61833 1, 61834 1, 61835 1, 61836 1, 61837 1, 61838 1, 61839 1, 61840 1, 68387 17, 68388 1}
{0 3, 1 3, 2 1, 7 2, 10 1, 16 1, 17 1, 21 1, 25 1, 27 1, 34 2, 35 2, 54 1, 80 1, 96 1, 120 1, 121 2, 144 1, 191 1, 228 1, 271 1, 287 1, 517 1, 594 1, 648 1, 769 1, 2331 1, 4356 1, 4357 1, 4844 1, 4898 1, 4910 2, 4992 1, 4993 1, 5111 1, 5392 1, 5493 1, 5569 1, 5679 1, 5863 1, 5946 1, 6181 1, 6855 1, 7019 1, 7062 1, 7187 1, 7606 1, 10317 1, 25889 1, 25890 1, 25891 1, 25892 1, 25893 1, 25894 1, 25895 1, 25896 1, 25897 1, 25898 1, 25899 1, 25900 1, 25901 1, 25902 1, 25903 1, 25904 1, 29650 1, 30547 1, 31143 1, 32473 1, 61841 1, 61842 1, 61843 1, 61844 1, 61845 1, 61846 1, 61847 1, 61848 1, 61849 1, 61850 1, 61851 1, 61852 1, 61853 1, 61854 1, 61855 1, 61856 1, 61857 1, 61858 1, 61859 1, 61860 1, 61861 1, 61862 1, 61863 1, 61864 1, 61865 1, 61866 1, 61867 1, 61868 1, 61869 1, 61870 1, 61871 1, 68387 37, 68388 1}
{1 2, 2 1, 3 1, 11 1, 14 1, 17 1, 21 1, 34 1, 35 1, 54 1, 57 2, 65 1, 67 1, 246 1, 251 1, 274 1, 345 1, 412 1, 421 1, 496 1, 809 1, 1140 1, 4358 1, 4359 1, 4360 1, 4847 1, 5077 1, 5111 1, 5220 1, 5237 1, 5795 1, 6024 1, 6717 1, 7440 1, 9297 1, 10001 1, 25905 1, 25906 1, 25907 1, 25908 1, 25909 1, 25910 1, 25911 1, 25912 1, 25913 1, 25914 1, 25915 1, 25916 1, 25917 1, 25918 1, 25919 1, 29779 1, 61872 1, 61873 1, 61874 1, 61875 1, 61876 1, 61877 1, 61878 1, 61879 1, 61880 1, 61881 1, 61882 1, 61883 1, 61884 1, 61885 1, 61886 1, 61887 1, 61888 1, 61889 1, 61890 1, 61891 1, 61892 1, 61893 1, 61894 1, 61895 1, 68387 27, 68388 1}
{1 1, 17 1, 19 1, 24 1, 35 1, 171 1, 191 1, 482 1, 877 1, 4907 1, 5078 1, 5392 1, 5738 1, 7688 1, 10318 1, 25920 1, 25921 1, 61896 1, 61897 1, 61898 1, 61899 1, 61900 1, 61901 1, 61902 1, 68387 9, 68388 2}
{0 1, 1 1, 12 1, 18 1, 34 1, 35 1, 152 1, 417 1, 452 1, 4361 1, 4855 1, 4898 1, 5213 1, 5654 1, 5844 1, 25922 1, 25923 1, 25924 1, 25925 1, 29983 1, 31737 1, 31897 1, 61903 1, 61904 1, 61905 1, 61906 1, 61907 1, 68387 10, 68388 1}
{1 1, 2 2, 3 2, 14 1, 16 1, 18 1, 20 2, 33 1, 34 1, 35 1, 49 1, 95 1, 118 1, 144 1, 1342 1, 1530 1, 4362 1, 4842 2, 4864 1, 4867 1, 5423 1, 5656 1, 6246 1, 6576 1, 6893 1, 7153 1, 7361 1, 10319 1, 25926 1, 25927 1, 25928 1, 25929 1, 25930 1, 25931 1, 25932 1, 29807 1, 30397 1, 30596 1, 31586 1, 32474 1, 32475 1, 61908 1, 61909 1, 61910 1, 61911 1, 61912 1, 61913 1, 61914 1, 61915 1, 61916 1, 61917 1, 61918 1, 61919 1, 68387 20, 68388 2}
{0 1, 1 3, 2 5, 3 1, 4 1, 5 1, 6 1, 8 1, 10 1, 14 3, 21 1, 23 1, 26 1, 27 1, 29 2, 34 1, 35 1, 37 1, 38 1, 61 1, 85 1, 92 1, 95 1, 104 1, 108 1, 121 1, 159 1, 264 1, 374 1, 404 1, 413 1, 422 1, 805 1, 924 1, 1083 1, 1355 1, 4363 1, 4364 1, 4365 1, 4366 1, 4848 1, 4852 1, 4879 1, 4905 1, 4976 1, 4978 1, 5000 1, 5077 1, 5090 1, 5102 1, 5121 1, 5196 1, 5232 1, 5256 1, 5332 1, 5769 1, 5853 1, 6072 1, 6487 1, 6667 1, 6717 2, 6812 1, 7015 1, 7217 1, 7692 1, 7693 1, 8671 1, 9940 1, 10320 1, 10321 1, 25933 1, 25934 1, 25935 1, 25936 1, 25937 1, 25938 1, 25939 1, 25940 1, 25941 1, 25942 1, 25943 1, 25944 1, 25945 1, 25946 1, 25947 1, 25948 1, 25949 1, 29994 1, 30005 1, 31185 1, 32476 1, 32477 1, 32478 1, 61920 1, 61921 1, 61922 1, 61923 1, 61924 1, 61925 1, 61926 1, 61927 1, 61928 1, 61929 1, 61930 1, 61931 1, 61932 1, 61933 1, 61934 1, 61935 1, 61936 1, 61937 1, 61938 1, 61939 1, 61940 1, 61941 1, 61942 1, 61943 1, 61944 1, 61945 1, 61946 1, 61947 1, 61948 1, 61949 1, 61950 1, 61951 1, 61952 1, 61953 1, 61954 1, 61955 1, 61956 1, 61957 1, 61958 1, 61959 1, 61960 1, 68387 49, 68388 1}
{0 2, 1 3, 3 1, 5 2, 10 1, 16 1, 34 1, 35 1, 42 2, 52 1, 83 1, 94 1, 118 1, 144 1, 406 1, 555 1, 719 1, 736 1, 4845 1, 4852 1, 4879 1, 4898 1, 4980 1, 5041 1, 5064 1, 5068 1, 5115 1, 5408 1, 5423 1, 5821 1, 6142 1, 6811 1, 7451 1, 10319 1, 25950 1, 25951 1, 25952 1, 25953 1, 25954 1, 25955 1, 29599 1, 31302 1, 32110 1, 32474 1, 32479 1, 61961 1, 61962 1, 61963 1, 61964 1, 61965 1, 61966 1, 61967 1, 61968 1, 61969 1, 61970 1, 61971 1, 61972 1, 61973 1, 61974 1, 61975 1, 61976 1, 68387 23, 68388 1}
{2 2, 3 1, 4 2, 5 1, 9 1, 14 1, 15 1, 18 1, 20 1, 21 1, 25 1, 34 1, 35 1, 43 1, 81 1, 233 1, 276 1, 298 1, 364 1, 547 1, 1212 1, 1291 1, 1773 1, 2363 1, 4367 1, 4368 1, 4842 1, 4891 1, 4917 1, 4983 1, 5044 1, 5077 1, 5387 1, 6088 1, 7303 1, 8411 1, 10022 1, 10176 1, 10264 1, 25956 1, 25957 1, 25958 1, 25959 1, 25960 1, 25961 1, 25962 1, 25963 1, 25964 1, 25965 1, 25966 1, 25967 1, 25968 1, 25969 1, 29562 1, 32240 1, 61977 1, 61978 1, 61979 1, 61980 1, 61981 1, 61982 1, 61983 1, 61984 1, 61985 1, 61986 1, 61987 1, 61988 1, 61989 1, 61990 1, 61991 1, 61992 1, 61993 1, 61994 1, 61995 1, 61996 1, 61997 1, 61998 1, 61999 1, 62000 1, 68387 28, 68388 2}
{0 1, 1 2, 2 1, 3 1, 5 2, 7 1, 9 2, 10 1, 13 1, 15 1, 32 1, 66 1, 88 1, 97 1, 170 1, 202 1, 245 1, 332 1, 460 1, 1204 1, 2047 1, 2117 1, 4369 1, 4843 1, 4861 1, 4879 1, 4913 1, 5137 1, 5160 1, 5340 1, 5831 1, 5832 1, 6073 1, 7106 1, 7348 1, 7501 1, 7662 1, 8069 1, 8490 1, 9086 1, 25970 1, 25971 1, 25972 1, 25973 1, 25974 1, 25975 1, 25976 1, 25977 1, 29603 1, 29797 1, 29973 1, 30287 1, 31131 1, 31557 1, 62001 1, 62002 1, 62003 1, 62004 1, 62005 1, 62006 1, 62007 1, 62008 1, 62009 1, 62010 1, 62011 1, 62012 1, 62013 1, 62014 1, 62015 1, 62016 1, 62017 1, 62018 1, 68387 26, 68388 1}
{0 1, 1 1, 3 1, 9 1, 15 1, 124 1, 449 1, 661 1, 4849 1, 4852 1, 5143 1, 5202 1, 7462 1, 10133 1, 25978 1, 29990 1, 32342 1, 62019 1, 62020 1, 62021 1, 62022 1, 68387 8, 68388 1}
{0 1, 1 1, 5 1, 8 1, 12 1, 15 1, 16 1, 42 1, 54 1, 97 1, 307 1, 472 1, 821 1, 4844 1, 4857 1, 4877 1, 5348 1, 5523 1, 6657 1, 7543 1, 7560 1, 10322 1, 10323 1, 10324 1, 10325 1, 30509 1, 30612 1, 32480 1, 32481 1, 32482 1, 32483 1, 32484 1, 32485 1, 32486 1, 32487 1, 32488 1, 68387 13, 68388 2}
{0 2, 3 1, 5 1, 9 1, 10 1, 12 1, 13 2, 17 1, 31 1, 36 1, 77 1, 83 1, 86 1, 115 1, 120 1, 162 1, 172 1, 211 1, 261 1, 361 2, 430 1, 693 1, 1029 1, 4870 1, 4911 1, 4914 1, 5064 1, 5192 1, 5290 1, 5505 1, 5517 1, 6114 1, 7333 1, 7457 1, 7694 1, 7695 1, 10326 1, 10327 1, 10328 1, 10329 1, 10330 1, 10331 1, 10332 1, 10333 1, 10334 1, 10335 1, 10336 1, 10337 1, 29597 1, 29614 1, 30435 1, 30613 1, 30614 1, 30615 1, 32489 1, 32490 1, 32491 1, 32492 1, 32493 1, 32494 1, 32495 1, 32496 1, 32497 1, 32498 1, 32499 1, 32500 1, 32501 1, 32502 1, 32503 1, 32504 1, 32505 1, 32506 1, 68387 26, 68388 2}
{0 1, 5 1, 41 1, 1075 1, 5016 1, 7227 1, 8918 1, 31399 1, 31400 1, 68387 4, 68388 1}
{0 1, 22 1, 47 1, 56 1, 4370 1, 4881 1, 6180 1, 25979 1, 25980 1, 62023 1, 62024 1, 62025 1, 68387 5, 68388 1}
{0 1, 22 1, 23 1, 47 1, 53 1, 159 1, 1219 1, 4881 1, 5005 1, 5694 1, 6363 1, 7582 1, 25981 1, 31449 1, 31450 1, 32507 1, 62026 1, 62027 1, 68387 7, 68388 1}
{0 1, 4 1, 11 1, 31 1, 764 1, 804 1, 867 1, 4908 1, 8758 1, 25982 1, 25983 1, 25984 1, 25985 1, 62028 1, 62029 1, 62030 1, 62031 1, 62032 1, 68387 7, 68388 1}
{0 1, 4 1, 136 1, 155 1, 208 1, 4981 1, 5227 1, 5841 1, 6121 1, 29588 1, 30051 1, 62033 1, 68387 5, 68388 1}
{0 1, 10 1, 12 1, 208 1, 1122 1, 4876 1, 4964 1, 25986 1, 25987 1, 29545 1, 62034 1, 62035 1, 68387 5, 68388 1}
{0 2, 1 3, 2 1, 3 1, 6 1, 7 1, 8 1, 14 1, 17 1, 23 1, 33 1, 46 1, 90 1, 135 1, 486 1, 556 1, 780 1, 1004 1, 1162 1, 1284 1, 1347 1, 1481 1, 1983 1, 2370 1, 4845 1, 4880 1, 5011 1, 5177 1, 5280 1, 5393 1, 5982 1, 6346 1, 7511 1, 8414 1, 10006 1, 25988 1, 25989 1, 25990 1, 25991 1, 25992 1, 25993 1, 25994 1, 25995 1, 25996 1, 25997 1, 25998 1, 25999 1, 26000 1, 26001 1, 26002 1, 29633 1, 29716 1, 31079 1, 32508 1, 62036 1, 62037 1, 62038 1, 62039 1, 62040 1, 62041 1, 62042 1, 62043 1, 62044 1, 62045 1, 62046 1, 62047 1, 62048 1, 62049 1, 62050 1, 62051 1, 62052 1, 62053 1, 62054 1, 62055 1, 62056 1, 68387 27, 68388 1}
{0 1, 4 1, 5 1, 6 1, 10 1, 802 1, 1342 1, 1532 1, 4371 1, 4372 1, 4851 1, 4899 1, 4919 1, 26003 1, 26004 1, 26005 1, 26006 1, 26007 1, 26008 1, 29958 1, 32218 1, 62057 1, 62058 1, 62059 1, 62060 1, 62061 1, 62062 1, 68387 10, 68388 1}
{0 1, 1 1, 2 1, 6 2, 7 1, 8 1, 15 1, 16 1, 18 1, 25 1, 144 1, 233 1, 307 1, 321 1, 720 1, 1637 1, 1667 1, 4373 1, 4374 1, 4375 1, 4848 1, 4862 1, 5462 1, 5469 1, 5523 1, 5599 1, 6537 1, 7007 1, 9935 1, 26009 1, 26010 1, 26011 1, 26012 1, 26013 1, 26014 1, 26015 1, 26016 1, 26017 1, 26018 1, 26019 1, 29759 1, 30332 1, 32509 1, 62063 1, 62064 1, 62065 1, 62066 1, 62067 1, 62068 1, 62069 1, 62070 1, 62071 1, 62072 1, 62073 1, 62074 1, 62075 1, 62076 1, 62077 1, 62078 1, 68387 21, 68388 2}
{0 1, 1 2, 3 2, 6 1, 13 1, 17 1, 24 1, 53 1, 243 1, 250 1, 336 1, 404 1, 577 1, 588 1, 1292 1, 4997 1, 5014 1, 5193 1, 5281 1, 5346 1, 5518 1, 5607 1, 5780 1, 5816 1, 6536 1, 7028 1, 7489 1, 9742 1, 26020 1, 26021 1, 26022 1, 29571 1, 29961 1, 30204 1, 30616 1, 31850 1, 31851 1, 62079 1, 62080 1, 62081 1, 62082 1, 62083 1, 62084 1, 62085 1, 62086 1, 62087 1, 68387 17, 68388 1}
{0 1, 1 1, 52 1, 236 1, 364 1, 4904 1, 6094 1, 6172 1, 6194 1, 30030 1, 62088 1, 62089 1, 68387 5, 68388 2}
{0 2, 1 1, 3 1, 10 1, 15 1, 18 1, 25 1, 28 1, 307 1, 392 1, 990 1, 4376 1, 4869 1, 4887 1, 4909 1, 5523 1, 6639 1, 6797 1, 7007 1, 7611 1, 9500 1, 26023 1, 26024 1, 26025 1, 29695 1, 29722 1, 31846 1, 32509 1, 62090 1, 62091 1, 62092 1, 62093 1, 62094 1, 62095 1, 62096 1, 68387 13, 68388 1}
{0 1, 1 1, 4 1, 15 1, 20 1, 27 1, 30 1, 38 1, 47 1, 53 1, 106 1, 1345 1, 4846 1, 4865 1, 5257 1, 5420 1, 6490 1, 6620 1, 6696 1, 7645 1, 7646 1, 7647 1, 7648 1, 29538 1, 30007 1, 30584 1, 30585 1, 30586 1, 30587 1, 30588 1, 30589 1, 30590 1, 30591 1, 68387 12, 68388 2}
{0 1, 1 1, 5 1, 8 1, 12 1, 15 1, 16 1, 42 1, 54 1, 97 1, 307 1, 472 1, 821 1, 4844 1, 4857 1, 4877 1, 5348 1, 5523 1, 6657 1, 7543 1, 7560 1, 10322 1, 10323 1, 10324 1, 10325 1, 30509 1, 30612 1, 32480 1, 32481 1, 32482 1, 32483 1, 32484 1, 32485 1, 32486 1, 32487 1, 32488 1, 68387 13, 68388 2}
