@RELATION comment
@ATTRIBUTE COUNT(made_quite) INTEGER
@ATTRIBUTE COUNT(quite_an) INTEGER
@ATTRIBUTE COUNT(an_impression) INTEGER
@ATTRIBUTE COUNT(impression_.) INTEGER
@ATTRIBUTE COUNT(the_thing) INTEGER
@ATTRIBUTE COUNT(thing_is) INTEGER
@ATTRIBUTE COUNT(bishop_goes) INTEGER
@ATTRIBUTE COUNT(to_c4) INTEGER
@ATTRIBUTE COUNT(c4_and) INTEGER
@ATTRIBUTE COUNT(now_d7-d5) INTEGER
@ATTRIBUTE COUNT(d7-d5_is) INTEGER
@ATTRIBUTE COUNT(makes_no) INTEGER
@ATTRIBUTE COUNT(no_attempt) INTEGER
@ATTRIBUTE COUNT(to_punish) INTEGER
@ATTRIBUTE COUNT(punish_me) INTEGER
@ATTRIBUTE COUNT(me_and) INTEGER
@ATTRIBUTE COUNT(so_we) INTEGER
@ATTRIBUTE COUNT(a_caro) INTEGER
@ATTRIBUTE COUNT(caro_after) INTEGER
@ATTRIBUTE COUNT(sense_to) INTEGER
@ATTRIBUTE COUNT(to_want) INTEGER
@ATTRIBUTE COUNT(play_ng5-f3) INTEGER
@ATTRIBUTE COUNT(ng5-f3_until) INTEGER
@ATTRIBUTE COUNT(until_he) INTEGER
@ATTRIBUTE COUNT(he_sees) INTEGER
@ATTRIBUTE COUNT(sees_...) INTEGER
@ATTRIBUTE COUNT(to_almost) INTEGER
@ATTRIBUTE COUNT(almost_never) INTEGER
@ATTRIBUTE COUNT(never_played) INTEGER
@ATTRIBUTE COUNT(was_supposing) INTEGER
@ATTRIBUTE COUNT(supposing_that) INTEGER
@ATTRIBUTE COUNT(knight_placement) INTEGER
@ATTRIBUTE COUNT(placement_wasn_apostrophe_t) INTEGER
@ATTRIBUTE COUNT(wasn_apostrophe_t_so) INTEGER
@ATTRIBUTE COUNT(so_disastrous) INTEGER
@ATTRIBUTE COUNT(disastrous_because) INTEGER
@ATTRIBUTE COUNT(least_8.) INTEGER
@ATTRIBUTE COUNT(bd6_9.) INTEGER
@ATTRIBUTE COUNT(9._bf4) INTEGER
@ATTRIBUTE COUNT(bf4_looks) INTEGER
@ATTRIBUTE COUNT(looks_sort) INTEGER
@ATTRIBUTE COUNT(of_promising) INTEGER
@ATTRIBUTE COUNT(promising_.) INTEGER
@ATTRIBUTE COUNT(._sachin) INTEGER
@ATTRIBUTE COUNT(sachin_played) INTEGER
@ATTRIBUTE COUNT(played_more) INTEGER
@ATTRIBUTE COUNT(more_ambitiously) INTEGER
@ATTRIBUTE COUNT(ambitiously_.) INTEGER
@ATTRIBUTE COUNT(._actually) INTEGER
@ATTRIBUTE COUNT(actually_at) INTEGER
@ATTRIBUTE COUNT(two_feelings) INTEGER
@ATTRIBUTE COUNT(feelings_.) INTEGER
@ATTRIBUTE COUNT(taking_over) INTEGER
@ATTRIBUTE COUNT(i_shouldn_apostrophe_t) INTEGER
@ATTRIBUTE COUNT(so_delighted) INTEGER
@ATTRIBUTE COUNT(delighted_.) INTEGER
@ATTRIBUTE COUNT(other_was) INTEGER
@ATTRIBUTE COUNT(_comma__well) INTEGER
@ATTRIBUTE COUNT(least_this) INTEGER
@ATTRIBUTE COUNT(to_resemble) INTEGER
@ATTRIBUTE COUNT(resemble_our) INTEGER
@ATTRIBUTE COUNT(our_last) INTEGER
@ATTRIBUTE COUNT(last_game) INTEGER
@ATTRIBUTE COUNT(game_where) INTEGER
@ATTRIBUTE COUNT(was_desperately) INTEGER
@ATTRIBUTE COUNT(desperately_trying) INTEGER
@ATTRIBUTE COUNT(to_unbalance) INTEGER
@ATTRIBUTE COUNT(unbalance_things) INTEGER
@ATTRIBUTE COUNT(things_to) INTEGER
@ATTRIBUTE COUNT(create_winning) INTEGER
@ATTRIBUTE COUNT(definitely_possible) INTEGER
@ATTRIBUTE COUNT(can_overplay) INTEGER
@ATTRIBUTE COUNT(overplay_or) INTEGER
@ATTRIBUTE COUNT(or_underplay) INTEGER
@ATTRIBUTE COUNT(underplay_his) INTEGER
@ATTRIBUTE COUNT(his_hand) INTEGER
@ATTRIBUTE COUNT(hand_now) INTEGER
@ATTRIBUTE COUNT(weak_kingside) INTEGER
@ATTRIBUTE COUNT(kingside_will) INTEGER
@ATTRIBUTE COUNT(will_come) INTEGER
@ATTRIBUTE COUNT(come_back) INTEGER
@ATTRIBUTE COUNT(at_active) INTEGER
@ATTRIBUTE COUNT(active_time) INTEGER
@ATTRIBUTE COUNT(time_controls) INTEGER
@ATTRIBUTE COUNT(controls_() INTEGER
@ATTRIBUTE COUNT((_g) INTEGER
@ATTRIBUTE COUNT(g_/) INTEGER
@ATTRIBUTE COUNT(/_30) INTEGER
@ATTRIBUTE COUNT(30_)) INTEGER
@ATTRIBUTE COUNT(don_apostrophe_t_feel) INTEGER
@ATTRIBUTE COUNT(feel_too) INTEGER
@ATTRIBUTE COUNT(too_bad) INTEGER
@ATTRIBUTE COUNT(bad_that) INTEGER
@ATTRIBUTE COUNT(i_failed) INTEGER
@ATTRIBUTE COUNT(failed_to) INTEGER
@ATTRIBUTE COUNT(spot_the) INTEGER
@ATTRIBUTE COUNT(not_totally) INTEGER
@ATTRIBUTE COUNT(totally_obvious) INTEGER
@ATTRIBUTE COUNT(kb1_is) INTEGER
@ATTRIBUTE COUNT(excellent_if) INTEGER
@ATTRIBUTE COUNT(if_followed) INTEGER
@ATTRIBUTE COUNT(followed_up) INTEGER
@ATTRIBUTE COUNT(up_right) INTEGER
@ATTRIBUTE COUNT(ago_the) INTEGER
@ATTRIBUTE COUNT(d-file_was) INTEGER
@ATTRIBUTE COUNT(that_easy) INTEGER
@ATTRIBUTE COUNT(not_energetic) INTEGER
@ATTRIBUTE COUNT(energetic_enough) INTEGER
@ATTRIBUTE COUNT(follow_after) INTEGER
@ATTRIBUTE COUNT(strategical_point) INTEGER
@ATTRIBUTE COUNT(view_i) INTEGER
@ATTRIBUTE COUNT(was_quite) INTEGER
@ATTRIBUTE COUNT(quite_happy) INTEGER
@ATTRIBUTE COUNT(off_my) INTEGER
@ATTRIBUTE COUNT(my_bad) INTEGER
@ATTRIBUTE COUNT(prove_something) INTEGER
@ATTRIBUTE COUNT(am_a) INTEGER
@ATTRIBUTE COUNT(bit_better) INTEGER
@ATTRIBUTE COUNT(bit_clumsy) INTEGER
@ATTRIBUTE COUNT(clumsy__comma_) INTEGER
@ATTRIBUTE COUNT(rook_becomes) INTEGER
@ATTRIBUTE COUNT(becomes_exposed) INTEGER
@ATTRIBUTE COUNT(to_all) INTEGER
@ATTRIBUTE COUNT(tactics_from) INTEGER
@ATTRIBUTE COUNT(qf3_was) INTEGER
@ATTRIBUTE COUNT(more_reasonable) INTEGER
@ATTRIBUTE COUNT(reasonable_.) INTEGER
@ATTRIBUTE COUNT(had_noticed) INTEGER
@ATTRIBUTE COUNT(noticed_it) INTEGER
@ATTRIBUTE COUNT(it_during) INTEGER
@ATTRIBUTE COUNT(but_was) INTEGER
@ATTRIBUTE COUNT(was_reluctant) INTEGER
@ATTRIBUTE COUNT(reluctant_to) INTEGER
@ATTRIBUTE COUNT(minor_exchanges) INTEGER
@ATTRIBUTE COUNT(i_remembered) INTEGER
@ATTRIBUTE COUNT(remembered_the) INTEGER
@ATTRIBUTE COUNT(the_saying) INTEGER
@ATTRIBUTE COUNT(saying_that) INTEGER
@ATTRIBUTE COUNT(that_even) INTEGER
@ATTRIBUTE COUNT(worst_bishops) INTEGER
@ATTRIBUTE COUNT(best_knights) INTEGER
@ATTRIBUTE COUNT(not_always) INTEGER
@ATTRIBUTE COUNT(always_true) INTEGER
@ATTRIBUTE COUNT(true_but) INTEGER
@ATTRIBUTE COUNT(very_true) INTEGER
@ATTRIBUTE COUNT(true_when) INTEGER
@ATTRIBUTE COUNT(the_relative) INTEGER
@ATTRIBUTE COUNT(relative_merits) INTEGER
@ATTRIBUTE COUNT(merits_of) INTEGER
@ATTRIBUTE COUNT(knights_and) INTEGER
@ATTRIBUTE COUNT(are_temporary) INTEGER
@ATTRIBUTE COUNT(temporary__comma_) INTEGER
@ATTRIBUTE COUNT(i.e._when) INTEGER
@ATTRIBUTE COUNT(knight_outposts) INTEGER
@ATTRIBUTE COUNT(outposts_are) INTEGER
@ATTRIBUTE COUNT(not_stable) INTEGER
@ATTRIBUTE COUNT(stable__comma_) INTEGER
@ATTRIBUTE COUNT(can_find) INTEGER
@ATTRIBUTE COUNT(a_longwinded) INTEGER
@ATTRIBUTE COUNT(longwinded_way) INTEGER
@ATTRIBUTE COUNT(to_finally) INTEGER
@ATTRIBUTE COUNT(finally_come) INTEGER
@ATTRIBUTE COUNT(to_life) INTEGER
@ATTRIBUTE COUNT(life_.) INTEGER
@ATTRIBUTE COUNT(here_there) INTEGER
@ATTRIBUTE COUNT(specific_problem) INTEGER
@ATTRIBUTE COUNT(with_what) INTEGER
@ATTRIBUTE COUNT(played_so) INTEGER
@ATTRIBUTE COUNT(so_all) INTEGER
@ATTRIBUTE COUNT(considerations_are) INTEGER
@ATTRIBUTE COUNT(are_secondary) INTEGER
@ATTRIBUTE COUNT(secondary_.) INTEGER
@ATTRIBUTE COUNT(a_fairly) INTEGER
@ATTRIBUTE COUNT(fairly__quote_) INTEGER
@ATTRIBUTE COUNT(_quote__normal) INTEGER
@ATTRIBUTE COUNT(normal__quote_) INTEGER
@ATTRIBUTE COUNT(_quote__attempt) INTEGER
@ATTRIBUTE COUNT(but_losing) INTEGER
@ATTRIBUTE COUNT(losing_.) INTEGER
@ATTRIBUTE COUNT(the_miraculous) INTEGER
@ATTRIBUTE COUNT(miraculous_point) INTEGER
@ATTRIBUTE COUNT(if_rb8) INTEGER
@ATTRIBUTE COUNT(rb8_doesn_apostrophe_t) INTEGER
@ATTRIBUTE COUNT(doesn_apostrophe_t_come) INTEGER
@ATTRIBUTE COUNT(come_with) INTEGER
@ATTRIBUTE COUNT(tempo_then) INTEGER
@ATTRIBUTE COUNT(can_apostrophe_t_do) INTEGER
@ATTRIBUTE COUNT(the_sixth) INTEGER
@ATTRIBUTE COUNT(sixth_rank) INTEGER
@ATTRIBUTE COUNT(rank_...) INTEGER
@ATTRIBUTE COUNT(sense_this) INTEGER
@ATTRIBUTE COUNT(completely_inexplicable) INTEGER
@ATTRIBUTE COUNT(inexplicable_.) INTEGER
@ATTRIBUTE COUNT(got_so) INTEGER
@ATTRIBUTE COUNT(so_close) INTEGER
@ATTRIBUTE COUNT(close__comma_) INTEGER
@ATTRIBUTE COUNT(even_had) INTEGER
@ATTRIBUTE COUNT(had_deliberately) INTEGER
@ATTRIBUTE COUNT(deliberately_opened) INTEGER
@ATTRIBUTE COUNT(opened_up) INTEGER
@ATTRIBUTE COUNT(the_third) INTEGER
@ATTRIBUTE COUNT(third_rank) INTEGER
@ATTRIBUTE COUNT(yet_somehow) INTEGER
@ATTRIBUTE COUNT(somehow_i) INTEGER
@ATTRIBUTE COUNT(missed_40) INTEGER
@ATTRIBUTE COUNT(qd6_with) INTEGER
@ATTRIBUTE COUNT(an_almost) INTEGER
@ATTRIBUTE COUNT(almost_instant) INTEGER
@ATTRIBUTE COUNT(instant_mate) INTEGER
@ATTRIBUTE COUNT(hand_i) INTEGER
@ATTRIBUTE COUNT(not_completely) INTEGER
@ATTRIBUTE COUNT(completely_accidental) INTEGER
@ATTRIBUTE COUNT(accidental_i) INTEGER
@ATTRIBUTE COUNT(had_taken) INTEGER
@ATTRIBUTE COUNT(taken_control) INTEGER
@ATTRIBUTE COUNT(game_earlier) INTEGER
@ATTRIBUTE COUNT(earlier_or) INTEGER
@ATTRIBUTE COUNT(not_wasted) INTEGER
@ATTRIBUTE COUNT(wasted_most) INTEGER
@ATTRIBUTE COUNT(been_in) INTEGER
@ATTRIBUTE COUNT(in_better) INTEGER
@ATTRIBUTE COUNT(better_shape) INTEGER
@ATTRIBUTE COUNT(shape_now) INTEGER
@ATTRIBUTE COUNT(now_to) INTEGER
@ATTRIBUTE COUNT(the_continuation) INTEGER
@ATTRIBUTE COUNT(the_extremely) INTEGER
@ATTRIBUTE COUNT(interesting_game) INTEGER
@ATTRIBUTE COUNT(game_svidler-anand) INTEGER
@ATTRIBUTE COUNT(svidler-anand__comma_) INTEGER
@ATTRIBUTE COUNT(_comma__dos) INTEGER
@ATTRIBUTE COUNT(dos_hermanos) INTEGER
@ATTRIBUTE COUNT(hermanos__comma_) INTEGER
@ATTRIBUTE COUNT(_comma__1999) INTEGER
@ATTRIBUTE COUNT(1999_.) INTEGER
@ATTRIBUTE COUNT(keep_open) INTEGER
@ATTRIBUTE COUNT(e-file_and) INTEGER
@ATTRIBUTE COUNT(attack_at) INTEGER
@ATTRIBUTE COUNT(any_cost) INTEGER
@ATTRIBUTE COUNT(cost_.) INTEGER
@ATTRIBUTE COUNT(important_intermezzo) INTEGER
@ATTRIBUTE COUNT(intermezzo_that) INTEGER
@ATTRIBUTE COUNT(that_might) INTEGER
@ATTRIBUTE COUNT(spot_over) INTEGER
@ATTRIBUTE COUNT(would_happen) INTEGER
@ATTRIBUTE COUNT(happen_but) INTEGER
@ATTRIBUTE COUNT(else_i) INTEGER
@ATTRIBUTE COUNT(my_compensation) INTEGER
@ATTRIBUTE COUNT(still_flowing) INTEGER
@ATTRIBUTE COUNT(flowing_with) INTEGER
@ATTRIBUTE COUNT(the_current) INTEGER
@ATTRIBUTE COUNT(current_...) INTEGER
@ATTRIBUTE COUNT(important_option) INTEGER
@ATTRIBUTE COUNT(option_that) INTEGER
@ATTRIBUTE COUNT(have_in) INTEGER
@ATTRIBUTE COUNT(queen_check) INTEGER
@ATTRIBUTE COUNT(check_first) INTEGER
@ATTRIBUTE COUNT(before_...) INTEGER
@ATTRIBUTE COUNT(qc6_avoids) INTEGER
@ATTRIBUTE COUNT(avoids_cxb5) INTEGER
@ATTRIBUTE COUNT(cxb5_.) INTEGER
@ATTRIBUTE COUNT(out_defense) INTEGER
@ATTRIBUTE COUNT(move_gains) INTEGER
@ATTRIBUTE COUNT(tempo_because) INTEGER
@ATTRIBUTE COUNT(my_24th) INTEGER
@ATTRIBUTE COUNT(24th_move) INTEGER
@ATTRIBUTE COUNT(nice__comma_) INTEGER
@ATTRIBUTE COUNT(meet_f4-f5) INTEGER
@ATTRIBUTE COUNT(f4-f5_with) INTEGER
@ATTRIBUTE COUNT(..._nxe5) INTEGER
@ATTRIBUTE COUNT(nxe5_.) INTEGER
@ATTRIBUTE COUNT(qf5_+) INTEGER
@ATTRIBUTE COUNT(+_seems) INTEGER
@ATTRIBUTE COUNT(it_ought) INTEGER
@ATTRIBUTE COUNT(ought_to) INTEGER
@ATTRIBUTE COUNT(be_disruptive) INTEGER
@ATTRIBUTE COUNT(disruptive_but) INTEGER
@ATTRIBUTE COUNT(doesn_apostrophe_t_do) INTEGER
@ATTRIBUTE COUNT(do_anything) INTEGER
@ATTRIBUTE COUNT(anything_and) INTEGER
@ATTRIBUTE COUNT(more_worried) INTEGER
@ATTRIBUTE COUNT(get_compensation) INTEGER
@ATTRIBUTE COUNT(compensation_after) INTEGER
@ATTRIBUTE COUNT(after_24) INTEGER
@ATTRIBUTE COUNT(probably_justifiably) INTEGER
@ATTRIBUTE COUNT(justifiably_.) INTEGER
@ATTRIBUTE COUNT(although_24) INTEGER
@ATTRIBUTE COUNT(bc5_seems) INTEGER
@ATTRIBUTE COUNT(seems_logical) INTEGER
@ATTRIBUTE COUNT(logical__comma_) INTEGER
@ATTRIBUTE COUNT(probably_a) INTEGER
@ATTRIBUTE COUNT(mistake_if) INTEGER
@ATTRIBUTE COUNT(any_improvements) INTEGER
@ATTRIBUTE COUNT(improvements_on) INTEGER
@ATTRIBUTE COUNT(and_38) INTEGER
@ATTRIBUTE COUNT(rf5_is) INTEGER
@ATTRIBUTE COUNT(appears_.) INTEGER
@ATTRIBUTE COUNT(found_some) INTEGER
@ATTRIBUTE COUNT(some_tactical) INTEGER
@ATTRIBUTE COUNT(tactical_ways) INTEGER
@ATTRIBUTE COUNT(material_...) INTEGER
@ATTRIBUTE COUNT(was_ecstatic) INTEGER
@ATTRIBUTE COUNT(ecstatic__comma_) INTEGER
@ATTRIBUTE COUNT(_comma__surely) INTEGER
@ATTRIBUTE COUNT(surely_this) INTEGER
@ATTRIBUTE COUNT(must_mean) INTEGER
@ATTRIBUTE COUNT(mean_i) INTEGER
@ATTRIBUTE COUNT(am_winning) INTEGER
@ATTRIBUTE COUNT(winning_?) INTEGER
@ATTRIBUTE COUNT(and_retain) INTEGER
@ATTRIBUTE COUNT(retain_my) INTEGER
@ATTRIBUTE COUNT(attack_?!) INTEGER
@ATTRIBUTE COUNT(?!_30) INTEGER
@ATTRIBUTE COUNT(qd3_is) INTEGER
@ATTRIBUTE COUNT(most_obviously) INTEGER
@ATTRIBUTE COUNT(obviously_agressive) INTEGER
@ATTRIBUTE COUNT(agressive_move) INTEGER
@ATTRIBUTE COUNT(threatens_f5-f6) INTEGER
@ATTRIBUTE COUNT(f5-f6_and) INTEGER
@ATTRIBUTE COUNT(and_qg6) INTEGER
@ATTRIBUTE COUNT(qg6__comma_) INTEGER
@ATTRIBUTE COUNT(and_stops) INTEGER
@ATTRIBUTE COUNT(stops_defenses) INTEGER
@ATTRIBUTE COUNT(defenses_based) INTEGER
@ATTRIBUTE COUNT(on_d4-d3) INTEGER
@ATTRIBUTE COUNT(d4-d3_+) INTEGER
@ATTRIBUTE COUNT(defense_from) INTEGER
@ATTRIBUTE COUNT(from_black) INTEGER
@ATTRIBUTE COUNT(black_yet) INTEGER
@ATTRIBUTE COUNT(it_returns) INTEGER
@ATTRIBUTE COUNT(seen_at) INTEGER
@ATTRIBUTE COUNT(move_thirty) INTEGER
@ATTRIBUTE COUNT(thirty__comma_) INTEGER
@ATTRIBUTE COUNT(had_convinced) INTEGER
@ATTRIBUTE COUNT(convinced_me) INTEGER
@ATTRIBUTE COUNT(me_i) INTEGER
@ATTRIBUTE COUNT(was_finally) INTEGER
@ATTRIBUTE COUNT(finally_winning) INTEGER
@ATTRIBUTE COUNT(position_turns) INTEGER
@ATTRIBUTE COUNT(very_resiliant) INTEGER
@ATTRIBUTE COUNT(resiliant_.) INTEGER
@ATTRIBUTE COUNT(absolutely_forced) INTEGER
@ATTRIBUTE COUNT(diversion_to) INTEGER
@ATTRIBUTE COUNT(it_starts) INTEGER
@ATTRIBUTE COUNT(starts_threatening) INTEGER
@ATTRIBUTE COUNT(promote_.) INTEGER
@ATTRIBUTE COUNT(._equally) INTEGER
@ATTRIBUTE COUNT(equally_importantly) INTEGER
@ATTRIBUTE COUNT(importantly__comma_) INTEGER
@ATTRIBUTE COUNT(simple_defense) INTEGER
@ATTRIBUTE COUNT(to_38) INTEGER
@ATTRIBUTE COUNT(+_of) INTEGER
@ATTRIBUTE COUNT(of_38) INTEGER
@ATTRIBUTE COUNT(_comma__analysing) INTEGER
@ATTRIBUTE COUNT(analysing_with) INTEGER
@ATTRIBUTE COUNT(with_fritz) INTEGER
@ATTRIBUTE COUNT(found_what) INTEGER
@ATTRIBUTE COUNT(apparently_the) INTEGER
@ATTRIBUTE COUNT(winning_continuation) INTEGER
@ATTRIBUTE COUNT(_comma__38) INTEGER
@ATTRIBUTE COUNT(rf5_.) INTEGER
@ATTRIBUTE COUNT(intuitively_it) INTEGER
@ATTRIBUTE COUNT(seems_completely) INTEGER
@ATTRIBUTE COUNT(expose_my) INTEGER
@ATTRIBUTE COUNT(to_discovery) INTEGER
@ATTRIBUTE COUNT(discovery_and) INTEGER
@ATTRIBUTE COUNT(my_investigations) INTEGER
@ATTRIBUTE COUNT(investigations_of) INTEGER
@ATTRIBUTE COUNT(._rxd3) INTEGER
@ATTRIBUTE COUNT(rxd3_did) INTEGER
@ATTRIBUTE COUNT(not_reveal) INTEGER
@ATTRIBUTE COUNT(reveal_any) INTEGER
@ATTRIBUTE COUNT(any_clear) INTEGER
@ATTRIBUTE COUNT(win_without) INTEGER
@ATTRIBUTE COUNT(without_running) INTEGER
@ATTRIBUTE COUNT(running_the) INTEGER
@ATTRIBUTE COUNT(of_just) INTEGER
@ATTRIBUTE COUNT(just_being) INTEGER
@ATTRIBUTE COUNT(down_material) INTEGER
@ATTRIBUTE COUNT(looked_more) INTEGER
@ATTRIBUTE COUNT(closely_at) INTEGER
@ATTRIBUTE COUNT(at_39) INTEGER
@ATTRIBUTE COUNT(fxg7__comma_) INTEGER
@ATTRIBUTE COUNT(and_when) INTEGER
@ATTRIBUTE COUNT(only_had) INTEGER
@ATTRIBUTE COUNT(just_played) INTEGER
@ATTRIBUTE COUNT(powerful_resource) INTEGER
@ATTRIBUTE COUNT(resource_which) INTEGER
@ATTRIBUTE COUNT(suspect_most) INTEGER
@ATTRIBUTE COUNT(most_human) INTEGER
@ATTRIBUTE COUNT(human_analysts) INTEGER
@ATTRIBUTE COUNT(analysts_missed) INTEGER
@ATTRIBUTE COUNT(another_important) INTEGER
@ATTRIBUTE COUNT(important_move-order) INTEGER
@ATTRIBUTE COUNT(move-order_that) INTEGER
@ATTRIBUTE COUNT(had_completely) INTEGER
@ATTRIBUTE COUNT(completely_ignored) INTEGER
@ATTRIBUTE COUNT(ignored_during) INTEGER
@ATTRIBUTE COUNT(first_surprise) INTEGER
@ATTRIBUTE COUNT(surprise_after) INTEGER
@ATTRIBUTE COUNT(after_my) INTEGER
@ATTRIBUTE COUNT(my_analysis) INTEGER
@ATTRIBUTE COUNT(analysis_at) INTEGER
@ATTRIBUTE COUNT(move_seven) INTEGER
@ATTRIBUTE COUNT(seven__comma_) INTEGER
@ATTRIBUTE COUNT(only_expected) INTEGER
@ATTRIBUTE COUNT(expected_12) INTEGER
@ATTRIBUTE COUNT(..._qa5) INTEGER
@ATTRIBUTE COUNT(couldn_apostrophe_t_figure) INTEGER
@ATTRIBUTE COUNT(out_black_apostrophe_s) INTEGER
@ATTRIBUTE COUNT(._12) INTEGER
@ATTRIBUTE COUNT(qb6_came) INTEGER
@ATTRIBUTE COUNT(came_very) INTEGER
@ATTRIBUTE COUNT(quickly_of) INTEGER
@ATTRIBUTE COUNT(i_started) INTEGER
@ATTRIBUTE COUNT(started_to) INTEGER
@ATTRIBUTE COUNT(that_nervous) INTEGER
@ATTRIBUTE COUNT(nervous_feeling) INTEGER
@ATTRIBUTE COUNT(feeling_.) INTEGER
@ATTRIBUTE COUNT(ideas_include) INTEGER
@ATTRIBUTE COUNT(include_13) INTEGER
@ATTRIBUTE COUNT(13_/) INTEGER
@ATTRIBUTE COUNT(/_14) INTEGER
@ATTRIBUTE COUNT(..._qb4) INTEGER
@ATTRIBUTE COUNT(qb4_+) INTEGER
@ATTRIBUTE COUNT(may_pick) INTEGER
@ATTRIBUTE COUNT(loose_piece) INTEGER
@ATTRIBUTE COUNT(piece_along) INTEGER
@ATTRIBUTE COUNT(finally_resorted) INTEGER
@ATTRIBUTE COUNT(resorted_to) INTEGER
@ATTRIBUTE COUNT(after_rejecting) INTEGER
@ATTRIBUTE COUNT(rejecting_the) INTEGER
@ATTRIBUTE COUNT(the_intended) INTEGER
@ATTRIBUTE COUNT(intended_15) INTEGER
@ATTRIBUTE COUNT(._o-o) INTEGER
@ATTRIBUTE COUNT(o-o_qxe5) INTEGER
@ATTRIBUTE COUNT(qxe5_16) INTEGER
@ATTRIBUTE COUNT(+_nxf6) INTEGER
@ATTRIBUTE COUNT(nxf6_17) INTEGER
@ATTRIBUTE COUNT(bxf6_due) INTEGER
@ATTRIBUTE COUNT(to_17) INTEGER
@ATTRIBUTE COUNT(..._qxh2) INTEGER
@ATTRIBUTE COUNT(qxh2_.) INTEGER
@ATTRIBUTE COUNT(make_black_apostrophe_s) INTEGER
@ATTRIBUTE COUNT(knight_move) INTEGER
@ATTRIBUTE COUNT(but_first) INTEGER
@ATTRIBUTE COUNT(be_willing) INTEGER
@ATTRIBUTE COUNT(..._qxg2) INTEGER
@ATTRIBUTE COUNT(qxg2_.) INTEGER
@ATTRIBUTE COUNT(decided__comma_) INTEGER
@ATTRIBUTE COUNT(_comma__rightly) INTEGER
@ATTRIBUTE COUNT(rightly_it) INTEGER
@ATTRIBUTE COUNT(else_and) INTEGER
@ATTRIBUTE COUNT(position_at) INTEGER
@ATTRIBUTE COUNT(least_remains) INTEGER
@ATTRIBUTE COUNT(remains_unclear) INTEGER
@ATTRIBUTE COUNT(unclear_after) INTEGER
@ATTRIBUTE COUNT(rf1_.) INTEGER
@ATTRIBUTE COUNT(i_move) INTEGER
@ATTRIBUTE COUNT(rook_then) INTEGER
@ATTRIBUTE COUNT(has_simply) INTEGER
@ATTRIBUTE COUNT(simply_17) INTEGER
@ATTRIBUTE COUNT(..._cxd5) INTEGER
@ATTRIBUTE COUNT(so_eventually) INTEGER
@ATTRIBUTE COUNT(eventually_i) INTEGER
@ATTRIBUTE COUNT(that_my) INTEGER
@ATTRIBUTE COUNT(my_next) INTEGER
@ATTRIBUTE COUNT(_comma__bizarre) INTEGER
@ATTRIBUTE COUNT(bizarre_as) INTEGER
@ATTRIBUTE COUNT(looks__comma_) INTEGER
@ATTRIBUTE COUNT(is_attacked) INTEGER
@ATTRIBUTE COUNT(attacked_!) INTEGER
@ATTRIBUTE COUNT(as_quoted) INTEGER
@ATTRIBUTE COUNT(the_bulletin) INTEGER
@ATTRIBUTE COUNT(bulletin_.) INTEGER
@ATTRIBUTE COUNT(main_reason) INTEGER
@ATTRIBUTE COUNT(reason_i) INTEGER
@ATTRIBUTE COUNT(i_hadn_apostrophe_t) INTEGER
@ATTRIBUTE COUNT(hadn_apostrophe_t_looked) INTEGER
@ATTRIBUTE COUNT(thought_my) INTEGER
@ATTRIBUTE COUNT(be_okay) INTEGER
@ATTRIBUTE COUNT(okay_after) INTEGER
@ATTRIBUTE COUNT(bxf4_in) INTEGER
@ATTRIBUTE COUNT(and_time) INTEGER
@ATTRIBUTE COUNT(trouble_was) INTEGER
@ATTRIBUTE COUNT(already_looming) INTEGER
@ATTRIBUTE COUNT(looming_as) INTEGER
@ATTRIBUTE COUNT(play_could) INTEGER
@ATTRIBUTE COUNT(continue__comma_) INTEGER
@ATTRIBUTE COUNT(already_seen) INTEGER
@ATTRIBUTE COUNT(seen_the) INTEGER
@ATTRIBUTE COUNT(but_didn_apostrophe_t) INTEGER
@ATTRIBUTE COUNT(didn_apostrophe_t_think) INTEGER
@ATTRIBUTE COUNT(was_anything) INTEGER
@ATTRIBUTE COUNT(fact_21) INTEGER
@ATTRIBUTE COUNT(bxf4_is) INTEGER
@ATTRIBUTE COUNT(still_messy) INTEGER
@ATTRIBUTE COUNT(messy_.) INTEGER
@ATTRIBUTE COUNT(quickly_but) INTEGER
@ATTRIBUTE COUNT(about_whether) INTEGER
@ATTRIBUTE COUNT(it_ever) INTEGER
@ATTRIBUTE COUNT(ever_since) INTEGER
@ATTRIBUTE COUNT(found_out) INTEGER
@ATTRIBUTE COUNT(out_who) INTEGER
@ATTRIBUTE COUNT(who_my) INTEGER
@ATTRIBUTE COUNT(i.e._about) INTEGER
@ATTRIBUTE COUNT(about_five) INTEGER
@ATTRIBUTE COUNT(five_minutes) INTEGER
@ATTRIBUTE COUNT(minutes_before) INTEGER
@ATTRIBUTE COUNT(that_against) INTEGER
@ATTRIBUTE COUNT(the_winawer) INTEGER
@ATTRIBUTE COUNT(winawer_i) INTEGER
@ATTRIBUTE COUNT(i_play) INTEGER
@ATTRIBUTE COUNT(slightly_offbeat) INTEGER
@ATTRIBUTE COUNT(offbeat_line) INTEGER
@ATTRIBUTE COUNT(and_pretty) INTEGER
@ATTRIBUTE COUNT(pretty_successfully) INTEGER
@ATTRIBUTE COUNT(successfully__comma_) INTEGER
@ATTRIBUTE COUNT(afraid_that) INTEGER
@ATTRIBUTE COUNT(hold_up) INTEGER
@ATTRIBUTE COUNT(up_against) INTEGER
